"","zone","label_id"
"4043","TOWNSVILLE/WHITSUNDAY","20-041d"
"4044","TOWNSVILLE/WHITSUNDAY","20-041e"
"4045","TOWNSVILLE/WHITSUNDAY","20-057d"
"4046","TOWNSVILLE/WHITSUNDAY","20-077"
"4047","TOWNSVILLE/WHITSUNDAY","20-078a"
"4048","TOWNSVILLE/WHITSUNDAY","20-047"
"4049","TOWNSVILLE/WHITSUNDAY","20-058b"
"4050","TOWNSVILLE/WHITSUNDAY","20-059"
"4051","TOWNSVILLE/WHITSUNDAY","20-060a"
"4052","TOWNSVILLE/WHITSUNDAY","20-065c"
"4053","TOWNSVILLE/WHITSUNDAY","19-165"
"4054","TOWNSVILLE/WHITSUNDAY","19-170"
"4055","TOWNSVILLE/WHITSUNDAY","19-301"
"4056","TOWNSVILLE/WHITSUNDAY","19-097"
"4058","TOWNSVILLE/WHITSUNDAY","19-200"
"4059","TOWNSVILLE/WHITSUNDAY","19-202"
"4060","TOWNSVILLE/WHITSUNDAY","19-203"
"4061","TOWNSVILLE/WHITSUNDAY","20-041p"
"4062","TOWNSVILLE/WHITSUNDAY","20-060e"
"4063","TOWNSVILLE/WHITSUNDAY","20-024"
"4064","TOWNSVILLE/WHITSUNDAY","19-197"
"4065","TOWNSVILLE/WHITSUNDAY","19-199"
"4066","TOWNSVILLE/WHITSUNDAY","19-038a"
"4067","TOWNSVILLE/WHITSUNDAY","19-219"
"4068","TOWNSVILLE/WHITSUNDAY","19-221"
"4069","TOWNSVILLE/WHITSUNDAY","19-223"
"4070","TOWNSVILLE/WHITSUNDAY","19-135"
"4071","TOWNSVILLE/WHITSUNDAY","20-100"
"4072","TOWNSVILLE/WHITSUNDAY","20-041m"
"4073","TOWNSVILLE/WHITSUNDAY","20-023"
"4074","TOWNSVILLE/WHITSUNDAY","20-044"
"4075","TOWNSVILLE/WHITSUNDAY","20-045"
"4076","TOWNSVILLE/WHITSUNDAY","20-031"
"4077","TOWNSVILLE/WHITSUNDAY","20-028l"
"4078","TOWNSVILLE/WHITSUNDAY","20-066"
"4079","TOWNSVILLE/WHITSUNDAY","19-062"
"4080","TOWNSVILLE/WHITSUNDAY","19-055"
"4081","TOWNSVILLE/WHITSUNDAY","19-056"
"4082","TOWNSVILLE/WHITSUNDAY","19-136a"
"4083","TOWNSVILLE/WHITSUNDAY","19-136b"
"4084","TOWNSVILLE/WHITSUNDAY","19-136c"
"4085","TOWNSVILLE/WHITSUNDAY","19-137"
"4086","TOWNSVILLE/WHITSUNDAY","20-060c"
"4087","TOWNSVILLE/WHITSUNDAY","20-042b"
"4088","TOWNSVILLE/WHITSUNDAY","20-098"
"4089","TOWNSVILLE/WHITSUNDAY","20-028j"
"4090","TOWNSVILLE/WHITSUNDAY","20-029"
"4091","TOWNSVILLE/WHITSUNDAY","20-057e"
"4092","TOWNSVILLE/WHITSUNDAY","20-095"
"4093","TOWNSVILLE/WHITSUNDAY","20-041g"
"4094","TOWNSVILLE/WHITSUNDAY","19-143"
"4095","TOWNSVILLE/WHITSUNDAY","19-145"
"4096","TOWNSVILLE/WHITSUNDAY","19-255"
"4097","TOWNSVILLE/WHITSUNDAY","19-256"
"4098","TOWNSVILLE/WHITSUNDAY","19-302"
"4099","TOWNSVILLE/WHITSUNDAY","19-303"
"4100","TOWNSVILLE/WHITSUNDAY","19-173"
"4101","TOWNSVILLE/WHITSUNDAY","19-175"
"4102","TOWNSVILLE/WHITSUNDAY","19-300"
"4103","TOWNSVILLE/WHITSUNDAY","19-304"
"4104","TOWNSVILLE/WHITSUNDAY","18-134"
"4105","TOWNSVILLE/WHITSUNDAY","20-027"
"4106","TOWNSVILLE/WHITSUNDAY","20-028i"
"4107","TOWNSVILLE/WHITSUNDAY","20-052"
"4108","TOWNSVILLE/WHITSUNDAY","20-053"
"4109","TOWNSVILLE/WHITSUNDAY","20-057a"
"4110","TOWNSVILLE/WHITSUNDAY","20-019"
"4111","TOWNSVILLE/WHITSUNDAY","20-078g"
"4112","TOWNSVILLE/WHITSUNDAY","20-102j"
"4113","TOWNSVILLE/WHITSUNDAY","20-103"
"4114","TOWNSVILLE/WHITSUNDAY","20-082"
"4115","TOWNSVILLE/WHITSUNDAY","19-299"
"4116","TOWNSVILLE/WHITSUNDAY","18-136"
"4117","TOWNSVILLE/WHITSUNDAY","18-137"
"4118","TOWNSVILLE/WHITSUNDAY","19-009h"
"4119","TOWNSVILLE/WHITSUNDAY","19-016"
"4120","TOWNSVILLE/WHITSUNDAY","19-205b"
"4121","TOWNSVILLE/WHITSUNDAY","19-208"
"4122","TOWNSVILLE/WHITSUNDAY","19-018"
"4123","TOWNSVILLE/WHITSUNDAY","20-102f"
"4124","TOWNSVILLE/WHITSUNDAY","20-102a"
"4125","TOWNSVILLE/WHITSUNDAY","20-035c"
"4126","TOWNSVILLE/WHITSUNDAY","20-040"
"4127","TOWNSVILLE/WHITSUNDAY","20-079"
"4128","TOWNSVILLE/WHITSUNDAY","20-080"
"4129","TOWNSVILLE/WHITSUNDAY","20-043"
"4130","TOWNSVILLE/WHITSUNDAY","20-090b"
"4131","TOWNSVILLE/WHITSUNDAY","20-041x"
"4132","TOWNSVILLE/WHITSUNDAY","20-003e"
"4133","TOWNSVILLE/WHITSUNDAY","19-038c"
"4134","TOWNSVILLE/WHITSUNDAY","19-113"
"4135","TOWNSVILLE/WHITSUNDAY","19-114"
"4136","TOWNSVILLE/WHITSUNDAY","19-116"
"4137","TOWNSVILLE/WHITSUNDAY","19-258"
"4138","TOWNSVILLE/WHITSUNDAY","20-060d"
"4139","TOWNSVILLE/WHITSUNDAY","20-081"
"4140","TOWNSVILLE/WHITSUNDAY","20-041q"
"4141","TOWNSVILLE/WHITSUNDAY","20-056"
"4142","TOWNSVILLE/WHITSUNDAY","20-051"
"4143","TOWNSVILLE/WHITSUNDAY","20-046"
"4144","TOWNSVILLE/WHITSUNDAY","20-071"
"4145","TOWNSVILLE/WHITSUNDAY","20-035a"
"4146","TOWNSVILLE/WHITSUNDAY","19-216"
"4147","TOWNSVILLE/WHITSUNDAY","19-257"
"4148","TOWNSVILLE/WHITSUNDAY","19-132"
"4149","TOWNSVILLE/WHITSUNDAY","19-138"
"4150","TOWNSVILLE/WHITSUNDAY","19-141"
"4151","TOWNSVILLE/WHITSUNDAY","19-254"
"4152","TOWNSVILLE/WHITSUNDAY","20-062a"
"4153","TOWNSVILLE/WHITSUNDAY","20-062b"
"4154","TOWNSVILLE/WHITSUNDAY","20-078b"
"4155","TOWNSVILLE/WHITSUNDAY","20-054"
"4156","TOWNSVILLE/WHITSUNDAY","20-078c"
"4157","TOWNSVILLE/WHITSUNDAY","20-078d"
"4158","TOWNSVILLE/WHITSUNDAY","20-041k"
"4159","TOWNSVILLE/WHITSUNDAY","19-259"
"4160","TOWNSVILLE/WHITSUNDAY","19-263"
"4161","TOWNSVILLE/WHITSUNDAY","19-264"
"4162","TOWNSVILLE/WHITSUNDAY","19-305"
"4163","TOWNSVILLE/WHITSUNDAY","19-306"
"4164","TOWNSVILLE/WHITSUNDAY","18-129"
"4165","TOWNSVILLE/WHITSUNDAY","18-131"
"4166","TOWNSVILLE/WHITSUNDAY","20-049a"
"4167","TOWNSVILLE/WHITSUNDAY","20-049b"
"4169","TOWNSVILLE/WHITSUNDAY","20-078e"
"4170","TOWNSVILLE/WHITSUNDAY","20-102h"
"4171","TOWNSVILLE/WHITSUNDAY","20-017"
"4172","TOWNSVILLE/WHITSUNDAY","20-106c"
"4173","TOWNSVILLE/WHITSUNDAY","18-135"
"4174","TOWNSVILLE/WHITSUNDAY","19-009j"
"4175","TOWNSVILLE/WHITSUNDAY","20-076"
"4176","TOWNSVILLE/WHITSUNDAY","20-022"
"4177","TOWNSVILLE/WHITSUNDAY","20-041y"
"4178","TOWNSVILLE/WHITSUNDAY","20-041v"
"4179","TOWNSVILLE/WHITSUNDAY","20-064"
"4180","TOWNSVILLE/WHITSUNDAY","20-042a"
"4181","TOWNSVILLE/WHITSUNDAY","20-065a"
"4182","TOWNSVILLE/WHITSUNDAY","20-090e"
"4183","TOWNSVILLE/WHITSUNDAY","20-068b"
"4184","TOWNSVILLE/WHITSUNDAY","20-028a"
"4185","TOWNSVILLE/WHITSUNDAY","19-103a"
"4186","TOWNSVILLE/WHITSUNDAY","19-220"
"4187","TOWNSVILLE/WHITSUNDAY","20-018"
"4188","TOWNSVILLE/WHITSUNDAY","19-038e"
"4189","TOWNSVILLE/WHITSUNDAY","19-226"
"4190","TOWNSVILLE/WHITSUNDAY","19-040"
"4191","TOWNSVILLE/WHITSUNDAY","20-015b"
"4192","TOWNSVILLE/WHITSUNDAY","20-086"
"4193","TOWNSVILLE/WHITSUNDAY","20-026"
"4194","TOWNSVILLE/WHITSUNDAY","20-032"
"4195","TOWNSVILLE/WHITSUNDAY","20-033"
"4196","TOWNSVILLE/WHITSUNDAY","20-033"
"4197","TOWNSVILLE/WHITSUNDAY","20-035b"
"4198","TOWNSVILLE/WHITSUNDAY","20-055"
"4199","TOWNSVILLE/WHITSUNDAY","20-072"
"4200","TOWNSVILLE/WHITSUNDAY","20-041o"
"4201","TOWNSVILLE/WHITSUNDAY","20-016a"
"4202","TOWNSVILLE/WHITSUNDAY","19-251"
"4203","TOWNSVILLE/WHITSUNDAY","19-261"
"4204","TOWNSVILLE/WHITSUNDAY","19-266"
"4205","TOWNSVILLE/WHITSUNDAY","18-102"
"4206","TOWNSVILLE/WHITSUNDAY","18-103"
"4207","TOWNSVILLE/WHITSUNDAY","18-104"
"4208","TOWNSVILLE/WHITSUNDAY","18-105b"
"4209","TOWNSVILLE/WHITSUNDAY","18-099"
"4210","TOWNSVILLE/WHITSUNDAY","20-087"
"4211","TOWNSVILLE/WHITSUNDAY","20-067c"
"4212","TOWNSVILLE/WHITSUNDAY","20-102i"
"4213","TOWNSVILLE/WHITSUNDAY","20-102k"
"4214","TOWNSVILLE/WHITSUNDAY","20-102l"
"4215","TOWNSVILLE/WHITSUNDAY","20-104"
"4216","TOWNSVILLE/WHITSUNDAY","20-041f"
"4217","TOWNSVILLE/WHITSUNDAY","20-102g"
"4218","TOWNSVILLE/WHITSUNDAY","20-041r"
"4219","TOWNSVILLE/WHITSUNDAY","20-060f"
"4220","TOWNSVILLE/WHITSUNDAY","20-105"
"4221","TOWNSVILLE/WHITSUNDAY","20-060h"
"4222","TOWNSVILLE/WHITSUNDAY","20-042c"
"4223","TOWNSVILLE/WHITSUNDAY","19-064"
"4224","TOWNSVILLE/WHITSUNDAY","19-077"
"4225","TOWNSVILLE/WHITSUNDAY","19-079"
"4226","TOWNSVILLE/WHITSUNDAY","19-081"
"4227","TOWNSVILLE/WHITSUNDAY","18-138"
"4228","TOWNSVILLE/WHITSUNDAY","18-133"
"4229","TOWNSVILLE/WHITSUNDAY","19-076"
"4230","TOWNSVILLE/WHITSUNDAY","19-083"
"4231","TOWNSVILLE/WHITSUNDAY","20-068a"
"4232","TOWNSVILLE/WHITSUNDAY","20-041b"
"4233","TOWNSVILLE/WHITSUNDAY","19-038b"
"4234","TOWNSVILLE/WHITSUNDAY","18-096"
"4235","TOWNSVILLE/WHITSUNDAY","18-100b"
"4236","TOWNSVILLE/WHITSUNDAY","19-053"
"4242","TOWNSVILLE/WHITSUNDAY","20-642"
"4243","TOWNSVILLE/WHITSUNDAY","20-800"
"4244","TOWNSVILLE/WHITSUNDAY","20-009"
"4245","TOWNSVILLE/WHITSUNDAY","19-022"
"4246","TOWNSVILLE/WHITSUNDAY","19-025"
"4247","TOWNSVILLE/WHITSUNDAY","19-109c"
"4248","TOWNSVILLE/WHITSUNDAY","19-110"
"4249","TOWNSVILLE/WHITSUNDAY","18-085a"
"4250","TOWNSVILLE/WHITSUNDAY","18-081"
"4251","TOWNSVILLE/WHITSUNDAY","19-027"
"4252","TOWNSVILLE/WHITSUNDAY","19-028"
"4253","TOWNSVILLE/WHITSUNDAY","19-029"
"4254","TOWNSVILLE/WHITSUNDAY","19-031"
"4255","TOWNSVILLE/WHITSUNDAY","19-033"
"4256","TOWNSVILLE/WHITSUNDAY","18-086"
"4257","TOWNSVILLE/WHITSUNDAY","19-051"
"4258","TOWNSVILLE/WHITSUNDAY","19-054"
"4259","TOWNSVILLE/WHITSUNDAY","19-059"
"4260","TOWNSVILLE/WHITSUNDAY","19-060"
"4261","TOWNSVILLE/WHITSUNDAY","19-061"
"4262","TOWNSVILLE/WHITSUNDAY","18-132"
"4263","TOWNSVILLE/WHITSUNDAY","19-078"
"4264","TOWNSVILLE/WHITSUNDAY","19-074a"
"4265","TOWNSVILLE/WHITSUNDAY","19-171"
"4270","TOWNSVILLE/WHITSUNDAY","20-402"
"4271","TOWNSVILLE/WHITSUNDAY","20-404"
"4274","TOWNSVILLE/WHITSUNDAY","18-082"
"4275","TOWNSVILLE/WHITSUNDAY","19-046"
"4276","TOWNSVILLE/WHITSUNDAY","19-042"
"4277","TOWNSVILLE/WHITSUNDAY","19-049"
"4278","TOWNSVILLE/WHITSUNDAY","19-050"
"4279","TOWNSVILLE/WHITSUNDAY","19-124"
"4280","TOWNSVILLE/WHITSUNDAY","18-115"
"4281","TOWNSVILLE/WHITSUNDAY","18-108"
"4282","TOWNSVILLE/WHITSUNDAY","18-114"
"4283","TOWNSVILLE/WHITSUNDAY","19-045"
"4284","TOWNSVILLE/WHITSUNDAY","19-052"
"4285","TOWNSVILLE/WHITSUNDAY","19-047"
"4286","TOWNSVILLE/WHITSUNDAY","18-092"
"4287","TOWNSVILLE/WHITSUNDAY","18-118"
"4288","TOWNSVILLE/WHITSUNDAY","19-161"
"4289","TOWNSVILLE/WHITSUNDAY","19-075"
"4290","TOWNSVILLE/WHITSUNDAY","19-164"
"4291","TOWNSVILLE/WHITSUNDAY","19-169"
"4293","TOWNSVILLE/WHITSUNDAY","20-409"
"4306","TOWNSVILLE/WHITSUNDAY","19-068"
"4307","TOWNSVILLE/WHITSUNDAY","19-070"
"4308","TOWNSVILLE/WHITSUNDAY","19-072a"
"4309","TOWNSVILLE/WHITSUNDAY","19-072c"
"4310","TOWNSVILLE/WHITSUNDAY","19-179"
"4311","TOWNSVILLE/WHITSUNDAY","19-187"
"4312","TOWNSVILLE/WHITSUNDAY","19-071"
"4313","TOWNSVILLE/WHITSUNDAY","19-156"
"4314","TOWNSVILLE/WHITSUNDAY","19-190"
"4315","TOWNSVILLE/WHITSUNDAY","19-195"
"4316","TOWNSVILLE/WHITSUNDAY","20-003f"
"4335","TOWNSVILLE/WHITSUNDAY","19-182"
"4336","TOWNSVILLE/WHITSUNDAY","19-184"
"4337","TOWNSVILLE/WHITSUNDAY","19-185"
"4338","TOWNSVILLE/WHITSUNDAY","19-186"
"4339","TOWNSVILLE/WHITSUNDAY","19-092"
"4340","TOWNSVILLE/WHITSUNDAY","19-188"
"4341","TOWNSVILLE/WHITSUNDAY","19-191"
"4342","TOWNSVILLE/WHITSUNDAY","19-024"
"4343","TOWNSVILLE/WHITSUNDAY","19-127"
"4344","TOWNSVILLE/WHITSUNDAY","19-198"
"4345","TOWNSVILLE/WHITSUNDAY","20-003g"
"4346","TOWNSVILLE/WHITSUNDAY","20-003h"
"4347","TOWNSVILLE/WHITSUNDAY","19-192"
"4348","TOWNSVILLE/WHITSUNDAY","20-005"
"4349","TOWNSVILLE/WHITSUNDAY","19-035"
"4350","TOWNSVILLE/WHITSUNDAY","19-037"
"4351","TOWNSVILLE/WHITSUNDAY","19-112"
"4352","TOWNSVILLE/WHITSUNDAY","19-030"
"4353","TOWNSVILLE/WHITSUNDAY","19-032"
"4359","TOWNSVILLE/WHITSUNDAY","20-636"
"4360","TOWNSVILLE/WHITSUNDAY","20-286"
"4361","TOWNSVILLE/WHITSUNDAY","20-803"
"4365","TOWNSVILLE/WHITSUNDAY","19-026"
"4366","TOWNSVILLE/WHITSUNDAY","19-020"
"4367","TOWNSVILLE/WHITSUNDAY","19-108"
"4368","TOWNSVILLE/WHITSUNDAY","19-109b"
"4369","TOWNSVILLE/WHITSUNDAY","19-115"
"4370","TOWNSVILLE/WHITSUNDAY","19-215a"
"4371","TOWNSVILLE/WHITSUNDAY","19-215c"
"4372","TOWNSVILLE/WHITSUNDAY","19-048"
"4373","TOWNSVILLE/WHITSUNDAY","19-131d"
"4374","TOWNSVILLE/WHITSUNDAY","19-131e"
"4375","TOWNSVILLE/WHITSUNDAY","19-131f"
"4376","TOWNSVILLE/WHITSUNDAY","20-638"
"4379","TOWNSVILLE/WHITSUNDAY","19-118a"
"4380","TOWNSVILLE/WHITSUNDAY","19-039"
"4381","TOWNSVILLE/WHITSUNDAY","19-038d"
"4382","TOWNSVILLE/WHITSUNDAY","19-044"
"4383","TOWNSVILLE/WHITSUNDAY","19-118b"
"4384","TOWNSVILLE/WHITSUNDAY","19-118d"
"4385","TOWNSVILLE/WHITSUNDAY","19-118e"
"4386","TOWNSVILLE/WHITSUNDAY","19-118f"
"4387","TOWNSVILLE/WHITSUNDAY","19-119"
"4388","TOWNSVILLE/WHITSUNDAY","19-123"
"4389","TOWNSVILLE/WHITSUNDAY","19-043"
"4390","TOWNSVILLE/WHITSUNDAY","19-122"
"4391","TOWNSVILLE/WHITSUNDAY","19-125"
"4392","TOWNSVILLE/WHITSUNDAY","19-131a"
"4393","TOWNSVILLE/WHITSUNDAY","19-073"
"4394","TOWNSVILLE/WHITSUNDAY","19-128"
"4395","TOWNSVILLE/WHITSUNDAY","19-130"
"4396","TOWNSVILLE/WHITSUNDAY","19-057"
"4397","TOWNSVILLE/WHITSUNDAY","19-072b"
"4398","TOWNSVILLE/WHITSUNDAY","19-072d"
"4407","TOWNSVILLE/WHITSUNDAY","19-139"
"4408","TOWNSVILLE/WHITSUNDAY","19-140"
"4409","TOWNSVILLE/WHITSUNDAY","19-063b"
"4410","TOWNSVILLE/WHITSUNDAY","19-065"
"4411","TOWNSVILLE/WHITSUNDAY","19-067"
"4412","TOWNSVILLE/WHITSUNDAY","19-144"
"4413","TOWNSVILLE/WHITSUNDAY","19-150"
"4414","TOWNSVILLE/WHITSUNDAY","19-153"
"4415","TOWNSVILLE/WHITSUNDAY","19-072e"
"4416","TOWNSVILLE/WHITSUNDAY","19-146"
"4417","TOWNSVILLE/WHITSUNDAY","19-148"
"4418","TOWNSVILLE/WHITSUNDAY","19-149"
"4419","TOWNSVILLE/WHITSUNDAY","19-151"
"4420","TOWNSVILLE/WHITSUNDAY","19-155"
"4421","TOWNSVILLE/WHITSUNDAY","19-157"
"4422","TOWNSVILLE/WHITSUNDAY","20-001"
"4423","TOWNSVILLE/WHITSUNDAY","19-158"
"4424","TOWNSVILLE/WHITSUNDAY","19-159"
"4425","TOWNSVILLE/WHITSUNDAY","19-166"
"4426","TOWNSVILLE/WHITSUNDAY","19-163"
"4427","TOWNSVILLE/WHITSUNDAY","19-289"
"4428","TOWNSVILLE/WHITSUNDAY","19-291"
"4433","TOWNSVILLE/WHITSUNDAY","20-620"
"4434","TOWNSVILLE/WHITSUNDAY","20-621"
"4435","TOWNSVILLE/WHITSUNDAY","20-623"
"4436","TOWNSVILLE/WHITSUNDAY","20-624"
"4437","TOWNSVILLE/WHITSUNDAY","19-260"
"4438","TOWNSVILLE/WHITSUNDAY","19-310"
"4439","TOWNSVILLE/WHITSUNDAY","19-180"
"4440","TOWNSVILLE/WHITSUNDAY","19-177"
"4441","TOWNSVILLE/WHITSUNDAY","19-307"
"4442","TOWNSVILLE/WHITSUNDAY","19-309"
"4443","TOWNSVILLE/WHITSUNDAY","19-312"
"4444","TOWNSVILLE/WHITSUNDAY","19-802"
"4445","TOWNSVILLE/WHITSUNDAY","18-139"
"4447","TOWNSVILLE/WHITSUNDAY","19-189"
"4448","TOWNSVILLE/WHITSUNDAY","20-003a"
"4449","TOWNSVILLE/WHITSUNDAY","19-193"
"4450","TOWNSVILLE/WHITSUNDAY","20-003b"
"4451","TOWNSVILLE/WHITSUNDAY","20-010b"
"4452","TOWNSVILLE/WHITSUNDAY","19-215b"
"4453","TOWNSVILLE/WHITSUNDAY","20-622"
"4459","TOWNSVILLE/WHITSUNDAY","18-800"
"4460","TOWNSVILLE/WHITSUNDAY","20-037"
"4461","TOWNSVILLE/WHITSUNDAY","20-041a"
"4462","TOWNSVILLE/WHITSUNDAY","19-205a"
"4463","TOWNSVILLE/WHITSUNDAY","19-205c"
"4464","TOWNSVILLE/WHITSUNDAY","19-210"
"4465","TOWNSVILLE/WHITSUNDAY","19-213"
"4466","TOWNSVILLE/WHITSUNDAY","19-107"
"4467","TOWNSVILLE/WHITSUNDAY","19-111"
"4468","TOWNSVILLE/WHITSUNDAY","19-207"
"4469","TOWNSVILLE/WHITSUNDAY","19-129"
"4470","TOWNSVILLE/WHITSUNDAY","19-131b"
"4471","TOWNSVILLE/WHITSUNDAY","19-109a"
"4472","TOWNSVILLE/WHITSUNDAY","19-117"
"4473","TOWNSVILLE/WHITSUNDAY","19-215d"
"4474","TOWNSVILLE/WHITSUNDAY","19-217"
"4475","TOWNSVILLE/WHITSUNDAY","19-034"
"4476","TOWNSVILLE/WHITSUNDAY","19-036"
"4477","TOWNSVILLE/WHITSUNDAY","19-131c"
"4480","TOWNSVILLE/WHITSUNDAY","20-830"
"4481","TOWNSVILLE/WHITSUNDAY","20-007"
"4482","TOWNSVILLE/WHITSUNDAY","20-008"
"4483","TOWNSVILLE/WHITSUNDAY","19-120"
"4484","TOWNSVILLE/WHITSUNDAY","19-121"
"4485","TOWNSVILLE/WHITSUNDAY","19-224"
"4486","TOWNSVILLE/WHITSUNDAY","19-227"
"4487","TOWNSVILLE/WHITSUNDAY","19-228"
"4488","TOWNSVILLE/WHITSUNDAY","19-229"
"4489","TOWNSVILLE/WHITSUNDAY","19-230"
"4490","TOWNSVILLE/WHITSUNDAY","19-126"
"4491","TOWNSVILLE/WHITSUNDAY","19-232"
"4492","TOWNSVILLE/WHITSUNDAY","19-235"
"4493","TOWNSVILLE/WHITSUNDAY","19-236"
"4494","TOWNSVILLE/WHITSUNDAY","19-237"
"4495","TOWNSVILLE/WHITSUNDAY","19-238"
"4496","TOWNSVILLE/WHITSUNDAY","19-239"
"4497","TOWNSVILLE/WHITSUNDAY","19-154"
"4498","TOWNSVILLE/WHITSUNDAY","19-162"
"4499","TOWNSVILLE/WHITSUNDAY","19-131g"
"4500","TOWNSVILLE/WHITSUNDAY","19-133"
"4501","TOWNSVILLE/WHITSUNDAY","19-134"
"4502","TOWNSVILLE/WHITSUNDAY","19-246"
"4503","TOWNSVILLE/WHITSUNDAY","19-247"
"4504","TOWNSVILLE/WHITSUNDAY","19-248"
"4505","TOWNSVILLE/WHITSUNDAY","19-249"
"4506","TOWNSVILLE/WHITSUNDAY","19-243"
"4507","TOWNSVILLE/WHITSUNDAY","19-252"
"4508","TOWNSVILLE/WHITSUNDAY","19-253"
"4509","TOWNSVILLE/WHITSUNDAY","19-292"
"4510","TOWNSVILLE/WHITSUNDAY","19-296"
"4511","TOWNSVILLE/WHITSUNDAY","20-827"
"4512","TOWNSVILLE/WHITSUNDAY","20-854"
"4518","TOWNSVILLE/WHITSUNDAY","19-222"
"4519","TOWNSVILLE/WHITSUNDAY","19-262"
"4520","TOWNSVILLE/WHITSUNDAY","19-142"
"4521","TOWNSVILLE/WHITSUNDAY","19-147"
"4522","TOWNSVILLE/WHITSUNDAY","19-152"
"4523","TOWNSVILLE/WHITSUNDAY","19-265"
"4524","TOWNSVILLE/WHITSUNDAY","19-267"
"4525","TOWNSVILLE/WHITSUNDAY","19-268"
"4526","TOWNSVILLE/WHITSUNDAY","19-269"
"4527","TOWNSVILLE/WHITSUNDAY","19-270"
"4528","TOWNSVILLE/WHITSUNDAY","19-271"
"4529","TOWNSVILLE/WHITSUNDAY","19-277"
"4530","TOWNSVILLE/WHITSUNDAY","19-278"
"4531","TOWNSVILLE/WHITSUNDAY","19-279"
"4532","TOWNSVILLE/WHITSUNDAY","19-280"
"4533","TOWNSVILLE/WHITSUNDAY","19-281"
"4534","TOWNSVILLE/WHITSUNDAY","19-160"
"4535","TOWNSVILLE/WHITSUNDAY","19-282"
"4536","TOWNSVILLE/WHITSUNDAY","19-283"
"4537","TOWNSVILLE/WHITSUNDAY","19-285"
"4538","TOWNSVILLE/WHITSUNDAY","19-287"
"4539","TOWNSVILLE/WHITSUNDAY","19-290"
"4540","TOWNSVILLE/WHITSUNDAY","20-003c"
"4541","TOWNSVILLE/WHITSUNDAY","19-293"
"4542","TOWNSVILLE/WHITSUNDAY","19-167"
"4543","TOWNSVILLE/WHITSUNDAY","19-168"
"4544","TOWNSVILLE/WHITSUNDAY","19-286"
"4545","TOWNSVILLE/WHITSUNDAY","19-295"
"4546","TOWNSVILLE/WHITSUNDAY","19-298"
"4547","TOWNSVILLE/WHITSUNDAY","18-122"
"4548","TOWNSVILLE/WHITSUNDAY","19-009b"
"4549","TOWNSVILLE/WHITSUNDAY","19-009e"
"4557","TOWNSVILLE/WHITSUNDAY","19-273"
"4558","TOWNSVILLE/WHITSUNDAY","19-311"
"4559","TOWNSVILLE/WHITSUNDAY","19-001"
"4560","TOWNSVILLE/WHITSUNDAY","19-003"
"4561","TOWNSVILLE/WHITSUNDAY","19-004"
"4562","TOWNSVILLE/WHITSUNDAY","19-009a"
"4563","TOWNSVILLE/WHITSUNDAY","19-009d"
"4564","TOWNSVILLE/WHITSUNDAY","19-093"
"4565","TOWNSVILLE/WHITSUNDAY","19-240"
"4566","TOWNSVILLE/WHITSUNDAY","19-241"
"4567","TOWNSVILLE/WHITSUNDAY","19-009g"
"4568","TOWNSVILLE/WHITSUNDAY","19-010"
"4569","TOWNSVILLE/WHITSUNDAY","19-011"
"4570","TOWNSVILLE/WHITSUNDAY","20-003d"
"4571","TOWNSVILLE/WHITSUNDAY","19-013"
"4572","TOWNSVILLE/WHITSUNDAY","19-218"
"4573","TOWNSVILLE/WHITSUNDAY","18-097"
"4580","TOWNSVILLE/WHITSUNDAY","19-005"
"4581","TOWNSVILLE/WHITSUNDAY","19-212"
"4582","TOWNSVILLE/WHITSUNDAY","19-206"
"4584","TOWNSVILLE/WHITSUNDAY","19-019"
"4585","TOWNSVILLE/WHITSUNDAY","19-209"
"4586","TOWNSVILLE/WHITSUNDAY","19-211"
"4587","TOWNSVILLE/WHITSUNDAY","19-245"
"4588","TOWNSVILLE/WHITSUNDAY","19-214"
"4589","TOWNSVILLE/WHITSUNDAY","20-011"
"4590","TOWNSVILLE/WHITSUNDAY","19-250"
"4601","TOWNSVILLE/WHITSUNDAY","19-225"
"4602","TOWNSVILLE/WHITSUNDAY","19-231"
"4603","TOWNSVILLE/WHITSUNDAY","19-234"
"4604","TOWNSVILLE/WHITSUNDAY","18-083"
"4605","TOWNSVILLE/WHITSUNDAY","18-084a"
"4606","TOWNSVILLE/WHITSUNDAY","18-084b"
"4607","TOWNSVILLE/WHITSUNDAY","18-084c"
"4608","TOWNSVILLE/WHITSUNDAY","18-085b"
"4609","TOWNSVILLE/WHITSUNDAY","19-233"
"4610","TOWNSVILLE/WHITSUNDAY","19-242"
"4611","TOWNSVILLE/WHITSUNDAY","18-087"
"4612","TOWNSVILLE/WHITSUNDAY","18-088"
"4613","TOWNSVILLE/WHITSUNDAY","18-089"
"4614","TOWNSVILLE/WHITSUNDAY","18-090"
"4615","TOWNSVILLE/WHITSUNDAY","18-093"
"4616","TOWNSVILLE/WHITSUNDAY","19-276"
"4617","TOWNSVILLE/WHITSUNDAY","19-284"
"4618","TOWNSVILLE/WHITSUNDAY","19-288"
"4619","TOWNSVILLE/WHITSUNDAY","18-094"
"4620","TOWNSVILLE/WHITSUNDAY","18-095"
"4621","TOWNSVILLE/WHITSUNDAY","19-244"
"4622","TOWNSVILLE/WHITSUNDAY","18-091"
"4623","TOWNSVILLE/WHITSUNDAY","18-098"
